"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geroosterde lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Weken (2026)";"Weken (2026)";"Weken (2026)";"Weken (2026)"
"Afdeling";"Pakketgroep";"Vak";"Lesgroep";"Sectie";"Totaal aantal geroosterde lessen";"Gegeven door geplande docent";"Gegeven door vervanger";"Gegeven zonder docent";"Totaal aantal gegeven lessen";"Percentage gegeven door vervanger";"Percentage gegeven zonder docent";"Uitval door te weinig leerlingen";"Uitval door te weinig docenten";"Uitval door gewijzigde planning";"Uitval zonder reden";"Totaal aantal uitgevallen lessen";"Percentage totaal aantal uitgevallen lessen";"35";"36";"37";"38"
"4v";"nee";"ges";"4v.ges2";"ges";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5h";"nee";"ges";"5h.ges1";"ges";"10";"6";"1";"0";"7";"14,3%";"0%";"0";"0";"3";"0";"3";"30%";"";"1";"3";"3"
"5h";"nee";"ges";"5h.ges2";"ges";"9";"5";"1";"0";"6";"16,7%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"5v";"nee";"ges";"5v.ges1";"ges";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"nee";"ges";"5v.ges2";"ges";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"ges";"6v.ges1";"ges";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"ges";"6v.ges2";"ges";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3h";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"ja";"gs";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1vp";"ja";"gs";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"2h";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1h";"ja";"gs";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"3vp";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"ja";"gs";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"ja";"gs";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1h";"nee";"gs";"1h.1ha";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"gs";"1v.1vb";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"gs";"1v.1vc";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"gs";"1v.1vd";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"gs";"1vh.1ba";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"gs";"1vh.1bb";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"gs";"1vh.1bc";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"nee";"gs";"1vp.1va";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"gs";"2h.2ha";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"gs";"2h.2hb";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"gs";"2h.2hc";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"gs";"2h.2hd";"";"6";"3";"0";"0";"3";"0%";"0%";"0";"1";"2";"0";"3";"50%";"";"0";"2";"1"
"2v";"nee";"gs";"2v.2vb";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"gs";"2v.2vc";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2v";"nee";"gs";"2v.2vd";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2v";"nee";"gs";"2v.2ve";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2vp";"nee";"gs";"2vp.2va";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"gs";"3h.3ha";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3h";"nee";"gs";"3h.3hb";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3h";"nee";"gs";"3h.3hc";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"gs";"3v.3vc";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3v";"nee";"gs";"3v.3vd";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3v";"nee";"gs";"3v.3ve";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"gs";"3vp.3va";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3vp";"nee";"gs";"3vp.3vb";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"1h";"nee";"hndv";"1h.1ha";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"hndv";"1v.1vb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"hndv";"1v.1vc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"hndv";"1v.1vd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"hndv";"1vh.1ba";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"hndv";"1vh.1bb";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"hndv";"1vh.1bc";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"nee";"hndv";"1vp.1va";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"hndv";"2h.2ha";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"hndv";"2h.2hb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"hndv";"2h.2hc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"hndv";"2h.2hd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"hndv";"2v.2vb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"hndv";"2v.2vc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"hndv";"2v.2vd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"hndv";"2v.2ve";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2vp";"nee";"hndv";"2vp.2va";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"hndv";"3h.3ha";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"2";"2";"0"
"3h";"nee";"hndv";"3h.3hb";"te&hndv&med";"6";"2";"2";"0";"4";"50%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"hndv";"3h.3hc";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"hndv";"3v.3vc";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"hndv";"3v.3vd";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"hndv";"3v.3ve";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"hndv";"3vp.3va";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"hndv";"3vp.3vb";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"hndv";"4h.hndv1";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"hndv";"4v.hndv1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5h";"nee";"hndv";"5h.hndv1";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"hndv";"5v.hndv1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"6v";"nee";"hndv";"6v.hndv1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"1v";"ja";"kralg";"";"";"36";"12";"0";"0";"12";"0%";"0%";"0";"0";"24";"0";"24";"66,7%";"";"0";"0";"12"
"2v";"ja";"kralg";"";"";"24";"16";"0";"0";"16";"0%";"0%";"0";"0";"8";"0";"8";"33,3%";"";"0";"8";"8"
"4v";"ja";"kralg";"";"";"18";"12";"0";"0";"12";"0%";"0%";"0";"0";"6";"0";"6";"33,3%";"";"0";"6";"6"
"3h";"ja";"kralg";"";"";"18";"12";"0";"0";"12";"0%";"0%";"0";"0";"6";"0";"6";"33,3%";"";"0";"6";"6"
"1h";"ja";"kralg";"";"Algemeen";"36";"12";"0";"0";"12";"0%";"0%";"0";"0";"24";"0";"24";"66,7%";"";"0";"0";"12"
"1vp";"ja";"kralg";"";"";"36";"12";"0";"0";"12";"0%";"0%";"0";"0";"24";"0";"24";"66,7%";"";"0";"0";"12"
"4h";"ja";"kralg";"";"Algemeen";"18";"12";"0";"0";"12";"0%";"0%";"0";"0";"6";"0";"6";"33,3%";"";"0";"6";"6"
"1vh";"ja";"kralg";"";"";"36";"12";"0";"0";"12";"0%";"0%";"0";"0";"24";"0";"24";"66,7%";"";"0";"0";"12"
"2vp";"ja";"kralg";"";"";"24";"16";"0";"0";"16";"0%";"0%";"0";"0";"8";"0";"8";"33,3%";"";"0";"8";"8"
"3vp";"ja";"kralg";"";"";"18";"12";"0";"0";"12";"0%";"0%";"0";"0";"6";"0";"6";"33,3%";"";"0";"6";"6"
"3v";"ja";"kralg";"";"";"18";"12";"0";"0";"12";"0%";"0%";"0";"0";"6";"0";"6";"33,3%";"";"0";"6";"6"
"2h";"ja";"kralg";"";"";"24";"16";"0";"0";"16";"0%";"0%";"0";"0";"8";"0";"8";"33,3%";"";"0";"8";"8"
"1h";"nee";"kralg";"1h.1ha";"Algemeen";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"kralg";"1v.1vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"kralg";"1v.1vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"kralg";"1v.1vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"kralg";"1vh.1ba";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"kralg";"1vh.1bb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"kralg";"1vh.1bc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vp";"nee";"kralg";"1vp.1va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"kralg";"2h.2ha";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"kralg";"2h.2hb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"kralg";"2h.2hc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"kralg";"2h.2hd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"kralg";"2v.2vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"kralg";"2v.2vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"kralg";"2v.2vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"kralg";"2v.2ve";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2vp";"nee";"kralg";"2vp.2va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"kralg";"3h.3ha";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"kralg";"3h.3hb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"kralg";"3h.3hc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"kralg";"3v.3vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"kralg";"3v.3vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"kralg";"3v.3ve";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"kralg";"3vp.3va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"kralg";"3vp.3vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"kralg";"4h.4ha";"Algemeen";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"kralg";"4h.4hb";"Algemeen";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"kralg";"4h.4hc";"Algemeen";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"kralg";"4v.4va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"kralg";"4v.4vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"kralg";"4v.4vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"kralg";"4v.4vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"ja";"krlz";"";"";"9";"3";"0";"0";"3";"0%";"0%";"0";"0";"6";"0";"6";"66,7%";"";"0";"0";"3"
"3h";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2vp";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"ja";"krlz";"";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"ja";"krlz";"";"";"9";"3";"0";"0";"3";"0%";"0%";"0";"0";"6";"0";"6";"66,7%";"";"0";"0";"3"
"1vh";"ja";"krlz";"";"";"9";"3";"0";"0";"3";"0%";"0%";"0";"0";"6";"0";"6";"66,7%";"";"0";"0";"3"
"1h";"ja";"krlz";"";"";"9";"3";"0";"0";"3";"0%";"0%";"0";"0";"6";"0";"6";"66,7%";"";"0";"0";"3"
"1h";"nee";"krlz";"1h.1ha";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"krlz";"1v.1vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"krlz";"1v.1vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"krlz";"1v.1vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"krlz";"1vh.1ba";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"krlz";"1vh.1bb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"krlz";"1vh.1bc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vp";"nee";"krlz";"1vp.1va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"krlz";"2h.2ha";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"krlz";"2h.2hb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"krlz";"2h.2hc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"krlz";"2h.2hd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"krlz";"2v.2vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"krlz";"2v.2vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"krlz";"2v.2vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"krlz";"2v.2ve";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2vp";"nee";"krlz";"2vp.2va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"krlz";"3h.3ha";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"krlz";"3h.3hb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"krlz";"3h.3hc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"krlz";"3v.3vc";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"krlz";"3v.3vd";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"krlz";"3v.3ve";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"krlz";"3vp.3va";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"krlz";"3vp.3vb";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"ja";"krmrt";"";"";"3";"0";"0";"3";"3";"0%";"100%";"0";"0";"0";"0";"0";"0%";"";"1";"1";"1"
"1v";"ja";"krmrt";"";"";"3";"0";"0";"3";"3";"0%";"100%";"0";"0";"0";"0";"0";"0%";"";"1";"1";"1"
"1h";"ja";"krmrt";"";"";"3";"0";"0";"3";"3";"0%";"100%";"0";"0";"0";"0";"0";"0%";"";"1";"1";"1"
"1vp";"ja";"krmrt";"";"";"3";"0";"0";"3";"3";"0%";"100%";"0";"0";"0";"0";"0";"0%";"";"1";"1";"1"
"1h";"nee";"lo";"1h.1ha";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"lo";"1v.1vb";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"lo";"1v.1vc";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"lo";"1v.1vd";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"lo";"1vh.1ba";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"lo";"1vh.1bb";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"lo";"1vh.1bc";"LO";"12";"6";"1";"0";"7";"14,3%";"0%";"0";"0";"5";"0";"5";"41,7%";"";"0";"4";"3"
"1vp";"nee";"lo";"1vp.1va";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"2h";"nee";"lo";"2h.2ha";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"2h";"nee";"lo";"2h.2hb";"LO";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"2h";"nee";"lo";"2h.2hc";"LO";"12";"6";"0";"0";"6";"0%";"0%";"0";"2";"4";"0";"6";"50%";"";"0";"4";"2"
"2h";"nee";"lo";"2h.2hd";"LO";"12";"6";"0";"0";"6";"0%";"0%";"0";"4";"2";"0";"6";"50%";"";"0";"2";"4"
"2v";"nee";"lo";"2v.2vb";"LO";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"2v";"nee";"lo";"2v.2vc";"LO";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"2v";"nee";"lo";"2v.2vd";"LO";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"2v";"nee";"lo";"2v.2ve";"LO";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"2vp";"nee";"lo";"2vp.2va";"LO";"12";"6";"0";"0";"6";"0%";"0%";"0";"4";"2";"0";"6";"50%";"";"0";"2";"4"
